+(896,430) 1326
+(773,566) 1339
+(534,418) 952
+(1012,749) 1761
+(457,440) 897
+(739,931) 1670
+(997,30) 1027
+(303,431) 734
+(841,10) 851
+(882,863) 1745
+(1022,370) 1392
+(560,722) 1282
+(509,674) 1183
+(983,349) 1332
+(238,452) 690
+(961,751) 1712
+(236,642) 878
+(745,402) 1147
+(381,820) 1201
+(50,260) 310
+(475,554) 1029
+(3,354) 357
+(430,473) 903
+(511,958) 1469
+(1014,763) 1777
+(939,674) 1613
+(316,787) 1103
+(619,893) 1512
+(806,744) 1550
+(847,16) 863
+(654,144) 798
+(855,996) 1851
+(530,198) 728
+(514,465) 979
+(26,191) 217
+(962,102) 1064
+(663,620) 1283
+(374,424) 798
+(941,986) 1927
+(654,737) 1391
+(45,316) 361
+(417,877) 1294
+(844,913) 1757
+(935,429) 1364
+(53,139) 192
+(182,170) 352
+(750,289) 1039
+(365,828) 1193
+(482,98) 580
+(41,212) 253
+(318,815) 1133
+(448,604) 1052
+(157,962) 1119
+(608,771) 1379
+(673,530) 1203
+(683,173) 856
+(269,960) 1229
+(737,608) 1345
+(806,617) 1423
+(440,623) 1063
+(896,692) 1588
+(714,534) 1248
+(325,627) 952
+(231,223) 454
+(545,835) 1380
+(560,758) 1318
+(260,145) 405
+(788,953) 1741
+(712,942) 1654
+(3,304) 307
+(506,343) 849
+(77,699) 776
+(383,274) 657
+(991,557) 1548
+(15,337) 352
+(962,711) 1673
+(213,659) 872
+(321,575) 896
+(991,575) 1566
+(48,1017) 1065
+(157,529) 686
+(336,471) 807
+(820,350) 1170
+(973,451) 1424
+(997,50) 1047
+(50,733) 783
+(257,999) 1256
+(372,751) 1123
+(314,183) 497
+(318,186) 504
+(296,0) 296
+(884,482) 1366
+(256,920) 1176
+(41,311) 352
+(173,251) 424
+(852,539) 1391
+(917,877) 1794
+(635,365) 1000
+(877,136) 1013
+(963,46) 1009
+(211,212) 423
+(431,509) 940
+(276,43) 319
+(844,912) 1756
+(623,838) 1461
+(897,191) 1088
+(138,364) 502
+(144,134) 278
+(101,28) 129
+(720,337) 1057
+(45,168) 213
+(120,855) 975
+(510,542) 1052
+(994,151) 1145
+(814,710) 1524
+(304,52) 356
+(748,958) 1706
+(345,773) 1118
+(43,998) 1041
+(269,707) 976
+(882,509) 1391
+(843,41) 884
+(431,640) 1071
+(462,490) 952
+(819,919) 1738
+(333,506) 839
+(303,429) 732
+(203,1017) 1220
+(569,491) 1060
+(698,722) 1420
+(233,502) 735
+(429,506) 935
+(893,900) 1793
+(788,921) 1709
+(70,269) 339
+(777,619) 1396
+(983,526) 1509
+(748,974) 1722
+(857,459) 1316
+(80,258) 338
+(747,549) 1296
+(810,1013) 1823
+(549,275) 824
+(396,393) 789
+(996,561) 1557
+(431,840) 1271
+(316,998) 1314
+(996,377) 1373
+(263,596) 859
+(556,140) 696
+(629,666) 1295
+(97,922) 1019
+(223,195) 418
+(191,1022) 1213
+(705,433) 1138
+(439,459) 898
+(790,618) 1408
+(584,360) 944
+(979,195) 1174
+(756,257) 1013
+(991,939) 1930
+(273,761) 1034
+(920,409) 1329
+(261,748) 1009
+(979,174) 1153
+(883,325) 1208
+(990,81) 1071
+(921,31) 952
+(759,448) 1207
+(952,593) 1545
+(944,805) 1749
+(943,110) 1053
+(517,429) 946
+(1022,880) 1902
+(723,391) 1114
+(722,689) 1411
+(263,710) 973
+(194,893) 1087
+(886,682) 1568
+(730,531) 1261
+(478,1017) 1495
+(1010,264) 1274
+(891,619) 1510
+(602,1014) 1616
+(430,50) 480
+(596,606) 1202
+(284,787) 1071
+(331,157) 488
+(393,390) 783
+(961,751) 1712
+(945,360) 1305
+(877,294) 1171
+(759,251) 1010
+(659,863) 1522
+(545,784) 1329
+(198,549) 747
+(43,843) 886
+(651,940) 1591
+(943,1020) 1963
+(657,974) 1631
+(136,683) 819
+(459,182) 641
+(437,886) 1323
+(559,702) 1261
+(855,506) 1361
+(332,900) 1232
+(12,70) 82
+(763,594) 1357
+(883,958) 1841
+(43,883) 926
+(189,855) 1044
+(708,847) 1555
+(507,236) 743
+(980,336) 1316
+(751,119) 870
+(909,424) 1333
+(268,481) 749
+(732,509) 1241
+(1,379) 380
+(249,619) 868
+(237,638) 875
+(748,402) 1150
+(627,343) 970
+(955,861) 1816
+(84,508) 592
+(619,898) 1517
+(758,848) 1606
+(621,41) 662
+(992,26) 1018
+(958,912) 1870
+(346,517) 863
+(46,2) 48
+(344,863) 1207
+(901,591) 1492
+(882,343) 1225
+(756,193) 949
+(517,705) 1222
+(430,459) 889
+(195,334) 529
+(223,468) 691
+(306,657) 963
+(229,855) 1084
+(334,144) 478
+(776,759) 1535
+(203,448) 651
+(625,557) 1182
+(429,604) 1033
+(177,514) 691
+(195,481) 676
+(526,550) 1076
+(372,179) 551
+(490,862) 1352
+(200,955) 1155
+(707,13) 720
+(759,886) 1645
+(729,451) 1180
+(451,828) 1279
+(921,14) 935
+(534,700) 1234
+(193,316) 509
+(534,838) 1372
+(881,337) 1218
+(814,575) 1389
+(528,546) 1074
+(946,342) 1288
+(342,1017) 1359
+(623,545) 1168
+(13,909) 922
+(674,968) 1642
+(794,303) 1097
+(346,753) 1099
+(560,1) 561
+(97,691) 788
+(2,429) 431
+(943,460) 1403
+(583,6) 589
+(715,1005) 1720
+(379,3) 382
+(551,3) 554
+(698,665) 1363
+(561,584) 1145
+(922,321) 1243
+(437,465) 902
+(913,788) 1701
+(129,79) 208
+(891,967) 1858
+(922,127) 1049
+(70,338) 408
+(965,200) 1165
+(713,41) 754
+(286,468) 754
+(947,343) 1290
+(593,1005) 1598
+(933,12) 945
+(497,933) 1430
+(332,992) 1324
+(941,692) 1633
+(897,302) 1199
+(327,342) 669
+(558,451) 1009
+(316,144) 460
+(762,431) 1193
+(908,559) 1467
+(665,149) 814
+(527,1) 528
+(720,372) 1092
+(944,440) 1384
+(490,832) 1322
+(318,381) 699
+(913,296) 1209
+(682,944) 1626
+(316,531) 847
+(168,846) 1014
+(997,728) 1725
+(493,751) 1244
+(252,773) 1025
+(105,692) 797
+(635,673) 1308
+(306,371) 677
+(402,575) 977
+(931,119) 1050
+(731,687) 1418
+(752,203) 955
+(220,816) 1036
+(391,692) 1083
+(593,856) 1449
+(340,354) 694
+(252,327) 579
+(710,116) 826
+(840,784) 1624
+(730,692) 1422
+(874,454) 1328
+(474,1007) 1481
+(761,435) 1196
+(745,1002) 1747
+(396,571) 967
+(574,943) 1517
+(855,545) 1400
+(924,723) 1647
+(493,79) 572
+(448,757) 1205
+(578,203) 781
+(712,924) 1636
+(482,138) 620
+(629,10) 639
+(279,784) 1063
+(814,659) 1473
+(882,258) 1140
+(41,699) 740
+(284,666) 950
+(259,514) 773
+(106,966) 1072
+(354,696) 1050
+(514,943) 1457
+(448,465) 913
+(3,551) 554
+(212,134) 346
+(508,546) 1054
+(170,942) 1112
+(534,553) 1087
+(920,12) 932
+(303,633) 936
+(819,789) 1608
+(939,919) 1858
+(497,653) 1150
+(243,615) 858
+(46,745) 791
+(303,619) 922
+(761,926) 1687
+(487,151) 638
+(665,41) 706
+(360,534) 894
+(433,304) 737
+(3,844) 847
+(393,365) 758
+(943,819) 1762
+(506,390) 896
+(333,574) 907
+(921,1002) 1923
+(979,828) 1807
+(333,898) 1231
+(647,380) 1027
+(279,628) 907
+(663,806) 1469
+(886,381) 1267
+(102,26) 128
+(771,46) 817
+(364,430) 794
+(517,692) 1209
+(249,77) 326
+(991,717) 1708
+(84,19) 103
+(856,943) 1799
+(26,692) 718
+(430,10) 440
+(224,101) 325
+(701,70) 771
+(864,52) 916
+(269,354) 623
+(184,991) 1175
+(661,638) 1299
+(708,571) 1279
+(540,374) 914
+(251,739) 990
+(497,521) 1018
+(739,318) 1057
+(433,597) 1030
+(575,130) 705
+(460,74) 534
+(473,391) 864
+(991,569) 1560
+(145,182) 327
+(654,763) 1417
+(520,527) 1047
+(781,321) 1102
+(79,819) 898
+(186,979) 1165
+(84,787) 871
+(462,46) 508
+(1007,127) 1134
+(200,439) 639
+(332,447) 779
+(197,53) 250
+(880,517) 1397
+(561,977) 1538
+(229,814) 1043
+(191,657) 848
+(657,442) 1099
+(59,776) 835
+(626,318) 944
+(540,774) 1314
+(1017,1017) 2034
+(619,388) 1007
+(591,511) 1102
+(217,91) 308
+(893,372) 1265
+(117,476) 593
+(720,936) 1656
+(773,595) 1368
+(776,953) 1729
+(979,663) 1642
+(448,105) 553
+(938,392) 1330
+(820,144) 964
+(25,698) 723
+(639,96) 735
+(110,935) 1045
+(400,1007) 1407
+(546,313) 859
+(903,336) 1239
+(318,482) 800
+(943,236) 1179
+(460,693) 1153
+(31,437) 468
+(574,1020) 1594
+(269,425) 694
+(562,408) 970
+(943,789) 1732
+(980,424) 1404
+(303,458) 761
+(857,130) 987
+(233,250) 483
+(55,816) 871
+(766,43) 809
+(599,994) 1593
+(460,22) 482
+(844,49) 893
+(379,781) 1160
+(958,561) 1519
+(569,151) 720
+(332,447) 779
+(623,284) 907
+(402,565) 967
+(695,102) 797
+(547,687) 1234
+(331,185) 516
+(723,429) 1152
+(599,728) 1327
+(601,825) 1426
+(1014,417) 1431
+(295,692) 987
+(130,861) 991
+(977,342) 1319
+(712,80) 792
+(810,583) 1393
+(619,236) 855
+(654,689) 1343
+(861,216) 1077
+(744,404) 1148
+(584,793) 1377
+(900,193) 1093
+(748,551) 1299
+(604,431) 1035
+(513,200) 713
+(617,257) 874
+(91,487) 578
+(13,110) 123
+(549,553) 1102
+(748,257) 1005
+(730,98) 828
+(592,524) 1116
+(855,707) 1562
+(431,684) 1115
+(781,195) 976
+(102,332) 434
+(747,722) 1469
+(318,473) 791
+(454,139) 593
+(733,665) 1398
+(238,774) 1012
+(390,478) 868
+(454,269) 723
+(502,448) 950
+(784,707) 1491
+(723,3) 726
+(798,619) 1417
+(944,152) 1096
+(693,408) 1101
+(435,963) 1398
+(568,8) 576
+(730,342) 1072
+(465,618) 1083
+(140,342) 482
+(837,737) 1574
+(195,784) 979
+(377,371) 748
+(700,754) 1454
+(365,231) 596
+(229,482) 711
+(258,191) 449
+(787,439) 1226
+(197,721) 918
+(786,689) 1475
+(1,316) 317
+(471,1017) 1488
+(994,739) 1733
+(73,943) 1016
+(70,440) 510
+(291,431) 722
+(433,526) 959
+(815,642) 1457
+(12,98) 110
+(84,943) 1027
+(208,893) 1101
+(999,203) 1202
+(710,15) 725
+(779,293) 1072
+(997,713) 1710
+(573,991) 1564
+(556,996) 1552
+(974,751) 1725
+(617,1) 618
+(943,520) 1463
+(158,707) 865
+(756,759) 1515
+(745,254) 999
+(873,41) 914
+(372,1006) 1378
+(238,68) 306
+(665,238) 903
+(43,920) 963
+(560,953) 1513
+(803,26) 829
+(251,246) 497
+(723,983) 1706
+(158,170) 328
+(790,431) 1221
+(258,377) 635
+(674,679) 1353
+(683,250) 933
+(84,757) 841
+(699,342) 1041
+(635,673) 1308
+(198,194) 392
+(460,737) 1197
+(295,814) 1109
+(447,475) 922
+(286,626) 912
+(629,0) 629
+(568,478) 1046
+(233,179) 412
+(968,891) 1859
+(628,565) 1193
+(502,700) 1202
+(468,575) 1043
+(332,223) 555
+(568,561) 1129
+(729,364) 1093
+(371,316) 687
+(73,344) 417
+(269,139) 408
+(276,365) 641
+(325,12) 337
+(343,430) 773
+(433,55) 488
+(195,699) 894
+(779,81) 860
+(158,259) 417
+(880,714) 1594
+(358,815) 1173
+(276,173) 449
+(142,623) 765
+(79,917) 996
+(321,974) 1295
+(14,749) 763
+(459,465) 924
+(994,15) 1009
+(855,803) 1658
+(832,840) 1672
+(250,664) 914
+(390,940) 1330
+(1018,939) 1957
+(208,440) 648
+(59,1021) 1080
+(810,532) 1342
+(561,710) 1271
+(3,396) 399
+(639,663) 1302
+(117,554) 671
+(789,22) 811
+(280,654) 934
+(526,117) 643
+(460,173) 633
+(311,90) 401
+(695,943) 1638
+(455,388) 843
+(787,787) 1574
+(820,654) 1474
+(279,651) 930
+(249,763) 1012
+(12,333) 345
+(745,12) 757
+(671,302) 973
+(600,751) 1351
+(19,619) 638
+(960,789) 1749
+(723,663) 1386
+(759,785) 1544
+(303,194) 497
+(1005,420) 1425
+(96,747) 843
+(913,996) 1909
+(863,734) 1597
+(816,789) 1605
+(184,745) 929
+(953,903) 1856
+(620,150) 770
+(731,873) 1604
+(886,258) 1144
+(877,635) 1512
+(979,408) 1387
+(487,814) 1301
+(388,844) 1232
+(619,364) 983
+(343,473) 816
+(654,510) 1164
+(744,575) 1319
+(509,872) 1381
+(717,560) 1277
+(819,211) 1030
+(664,43) 707
+(666,211) 877
+(53,19) 72
+(955,150) 1105
+(306,947) 1253
+(873,193) 1066
+(184,129) 313
+(882,84) 966
+(788,571) 1359
+(737,730) 1467
+(897,946) 1843
+(15,439) 454
+(565,752) 1317
+(138,75) 213
+(727,183) 910
+(843,345) 1188
+(715,892) 1607
+(439,604) 1043
+(59,300) 359
+(922,798) 1720
+(457,331) 788
+(814,633) 1447
+(374,368) 742
+(941,710) 1651
+(608,191) 799
+(898,835) 1733
+(997,562) 1559
+(59,243) 302
+(565,997) 1562
+(209,698) 907
+(568,542) 1110
+(888,442) 1330
+(625,527) 1152
+(877,561) 1438
+(756,968) 1724
+(346,231) 577
+(635,990) 1625
+(231,960) 1191
+(48,1005) 1053
+(940,70) 1010
+(880,399) 1279
+(846,46) 892
+(664,713) 1377
+(568,988) 1556
+(210,508) 718
+(372,59) 431
+(874,967) 1841
+(607,341) 948
+(926,164) 1090
+(774,75) 849
+(865,316) 1181
+(863,884) 1747
+(781,857) 1638
+(561,493) 1054
+(18,560) 578
+(179,105) 284
+(186,861) 1047
+(567,998) 1565
+(822,763) 1585
+(575,120) 695
+(739,629) 1368
+(431,932) 1363
+(559,909) 1468
+(965,542) 1507
+(325,400) 725
+(857,106) 963
+(224,433) 657
+(150,940) 1090
+(193,559) 752
+(892,420) 1312
+(19,745) 764
+(877,647) 1524
+(384,547) 931
+(943,182) 1125
+(817,98) 915
+(683,19) 702
+(1007,806) 1813
+(627,46) 673
+(1002,776) 1778
+(840,789) 1629
+(919,711) 1630
+(848,857) 1705
+(298,117) 415
+(478,628) 1106
+(374,997) 1371
+(875,568) 1443
+(750,539) 1289
+(998,997) 1995
+(619,264) 883
+(200,575) 775
+(374,654) 1028
+(634,18) 652
+(946,256) 1202
+(562,26) 588
+(528,152) 680
+(922,844) 1766
+(81,798) 879
+(341,211) 552
+(425,534) 959
+(692,591) 1283
+(332,554) 886
+(429,774) 1203
+(306,52) 358
+(252,908) 1160
+(989,333) 1322
+(732,217) 949
+(756,560) 1316
+(594,560) 1154
+(749,298) 1047
+(517,908) 1425
+(1020,296) 1316
+(816,997) 1813
+(191,1) 192
+(165,460) 625
+(184,316) 500
+(465,761) 1226
+(432,294) 726
+(840,223) 1063
+(457,429) 886
+(953,732) 1685
+(41,893) 934
+(921,628) 1549
+(748,592) 1340
+(478,233) 711
+(14,75) 89
+(1015,200) 1215
+(855,399) 1254
+(59,478) 537
+(465,737) 1202
+(803,525) 1328
+(577,654) 1231
+(891,1014) 1905
+(209,943) 1152
+(257,116) 373
+(803,712) 1515
+(79,676) 755
+(35,611) 646
+(374,162) 536
+(647,790) 1437
+(990,788) 1778
+(377,393) 770
+(168,231) 399
+(233,531) 764
+(635,286) 921
+(526,693) 1219
+(110,886) 996
+(635,882) 1517
+(274,907) 1181
+(857,514) 1371
+(211,316) 527
+(657,371) 1028
+(152,840) 992
+(189,597) 786
+(785,883) 1668
+(316,306) 622
+(524,826) 1350
+(98,640) 738
+(84,897) 981
+(526,465) 991
+(493,787) 1280
+(447,10) 457
+(372,1012) 1384
+(3,138) 141
+(861,761) 1622
+(436,502) 938
+(1012,739) 1751
+(106,757) 863
+(550,252) 802
+(687,138) 825
+(558,79) 637
+(231,575) 806
+(856,861) 1717
+(607,745) 1352
+(26,10) 36
+(393,487) 880
+(970,606) 1576
+(763,107) 870
+(404,345) 749
+(666,442) 1108
+(249,655) 904
+(779,238) 1017
+(41,211) 252
+(229,316) 545
+(37,511) 548
+(79,295) 374
+(863,490) 1353
+(161,677) 838
+(229,465) 694
+(194,252) 446
+(729,687) 1416
+(857,939) 1796
+(264,966) 1230
+(284,960) 1244
+(566,855) 1421
+(121,667) 788
+(283,383) 666
+(246,745) 991
+(759,102) 861
+(251,489) 740
+(655,158) 813
+(525,526) 1051
+(702,743) 1445
+(911,434) 1345
+(132,687) 819
+(763,252) 1015
+(110,14) 124
+(750,43) 793
+(747,316) 1063
+(663,664) 1327
+(617,440) 1057
+(619,1007) 1626
+(425,336) 761
+(560,562) 1122
+(947,877) 1824
+(10,1014) 1024
+(86,750) 836
+(212,82) 294
+(766,336) 1102
+(368,840) 1208
+(700,546) 1246
+(468,3) 471
+(872,810) 1682
+(350,312) 662
+(561,432) 993
+(881,431) 1312
+(960,46) 1006
+(882,691) 1573
+(318,908) 1226
+(321,251) 572
+(556,745) 1301
+(563,327) 890
+(830,548) 1378
+(316,771) 1087
+(944,548) 1492
+(997,940) 1937
+(752,215) 967
+(231,898) 1129
+(457,713) 1170
+(987,313) 1300
+(1017,250) 1267
+(53,88) 141
+(572,333) 905
+(342,243) 585
+(407,614) 1021
+(30,884) 914
+(921,514) 1435
+(693,59) 752
+(809,750) 1559
+(796,958) 1754
+(374,213) 587
+(393,316) 709
+(460,77) 537
+(372,530) 902
+(732,437) 1169
+(43,693) 736
+(683,448) 1131
+(474,203) 677
+(216,920) 1136
+(511,191) 702
+(23,561) 584
+(242,459) 701
+(22,886) 908
+(562,325) 887
+(806,210) 1016
+(1013,130) 1143
+(243,671) 914
+(211,43) 254
+(897,745) 1642
+(130,606) 736
+(814,568) 1382
+(274,609) 883
+(59,294) 353
+(336,825) 1161
+(211,891) 1102
+(157,980) 1137
+(368,841) 1209
+(321,364) 685
+(459,591) 1050
+(31,313) 344
+(687,3) 690
+(431,114) 545
+(921,942) 1863
+(81,19) 100
+(713,493) 1206
+(313,896) 1209
+(343,761) 1104
+(85,798) 883
+(820,408) 1228
+(144,261) 405
+(907,696) 1603
+(897,336) 1233
+(144,300) 444
+(8,745) 753
+(2,635) 637
+(41,220) 261
+(325,98) 423
+(454,481) 935
+(82,460) 542
+(448,773) 1221
+(830,626) 1456
+(840,317) 1157
+(304,983) 1287
+(1015,639) 1654
+(547,931) 1478
+(689,620) 1309
+(943,318) 1261
+(103,877) 980
+(1017,896) 1913
+(74,223) 297
+(877,81) 958
+(300,990) 1290
+(416,699) 1115
+(973,451) 1424
+(162,73) 235
+(628,257) 885
+(41,229) 270
+(673,332) 1005
+(420,364) 784
+(1014,407) 1421
+(684,194) 878
+(12,882) 894
+(391,642) 1033
+(345,144) 489
+(490,258) 748
+(714,710) 1424
+(14,793) 807
+(627,15) 642
+(425,1002) 1427
+(150,130) 280
+(129,919) 1048
+(325,741) 1066
+(560,814) 1374
+(468,580) 1048
+(1002,970) 1972
+(508,417) 925
+(977,689) 1666
+(526,671) 1197
+(249,409) 658
+(1,787) 788
+(336,912) 1248
+(814,448) 1262
+(733,694) 1427
+(236,134) 370
+(659,805) 1464
+(852,115) 967
+(13,1) 14
+(539,600) 1139
+(710,388) 1098
+(269,98) 367
+(557,898) 1455
+(25,855) 880
+(87,31) 118
+(689,789) 1478
+(711,990) 1701
+(263,23) 286
+(931,345) 1276
+(53,461) 514
+(451,967) 1418
+(864,943) 1807
+(789,893) 1682
+(213,3) 216
+(474,157) 631
+(254,1021) 1275
+(173,888) 1061
+(371,26) 397
+(694,970) 1664
+(785,321) 1106
+(82,455) 537
+(283,840) 1123
+(606,1022) 1628
+(816,608) 1424
+(569,961) 1530
+(575,525) 1100
+(559,788) 1347
+(574,713) 1287
+(748,469) 1217
+(943,79) 1022
+(469,31) 500
+(429,294) 723
+(863,194) 1057
+(702,298) 1000
+(473,731) 1204
+(788,635) 1423
+(168,886) 1054
+(177,943) 1120
+(236,763) 999
+(220,1005) 1225
+(358,575) 933
+(667,120) 787
+(974,549) 1523
+(584,182) 766
+(260,150) 410
+(817,417) 1234
+(31,233) 264
+(303,694) 997
+(617,177) 794
+(43,561) 604
+(284,3) 287
+(546,3) 549
+(191,542) 733
+(46,1022) 1068
+(174,840) 1014
+(881,974) 1855
+(252,940) 1192
+(664,43) 707
+(814,567) 1381
+(472,193) 665
+(15,311) 326
+(136,560) 696
+(614,238) 852
+(683,794) 1477
+(558,575) 1133
+(403,752) 1155
+(184,210) 394
+(840,639) 1479
+(593,235) 828
+(289,195) 484
+(174,673) 847
+(874,303) 1177
+(403,254) 657
+(103,213) 316
+(881,776) 1657
+(429,994) 1423
+(396,8) 404
+(727,819) 1546
+(886,998) 1884
+(303,812) 1115
+(563,1007) 1570
+(960,117) 1077
+(157,952) 1109
+(943,336) 1279
+(102,377) 479
+(892,195) 1087
+(883,939) 1822
+(707,115) 822
+(562,10) 572
+(274,958) 1232
+(439,963) 1402
+(509,325) 834
+(457,875) 1332
+(236,574) 810
+(238,946) 1184
+(275,182) 457
+(994,904) 1898
+(638,106) 744
+(451,295) 746
+(979,722) 1701
+(961,256) 1217
+(794,493) 1287
+(278,345) 623
+(832,520) 1352
+(946,212) 1158
+(729,666) 1395
+(572,298) 870
+(539,693) 1232
+(1017,666) 1683
+(196,15) 211
+(327,979) 1306
+(514,1) 515
+(435,900) 1335
+(567,399) 966
+(209,924) 1133
+(177,584) 761
+(840,575) 1415
+(186,852) 1038
+(729,913) 1642
+(318,434) 752
+(84,41) 125
+(283,236) 519
+(865,708) 1573
+(193,920) 1113
+(81,863) 944
+(233,30) 263
+(74,987) 1061
+(1007,525) 1532
+(3,465) 468
+(694,370) 1064
+(502,158) 660
+(334,223) 557
+(728,602) 1330
+(52,464) 516
+(306,434) 740
+(8,846) 854
+(722,822) 1544
+(528,881) 1409
+(679,211) 890
+(908,2) 910
+(996,26) 1022
+(666,784) 1450
+(974,332) 1306
+(48,471) 519
+(776,229) 1005
+(575,826) 1401
+(754,312) 1066
+(250,200) 450
+(747,36) 783
+(471,707) 1178
+(139,442) 581
+(940,938) 1878
+(963,999) 1962
+(777,1006) 1783
+(847,698) 1545
+(249,857) 1106
+(737,996) 1733
+(238,318) 556
+(933,998) 1931
+(494,592) 1086
+(223,283) 506
+(692,41) 733
+(626,635) 1261
+(295,82) 377
+(345,283) 628
+(269,940) 1209
+(663,107) 770
+(86,834) 920
+(773,469) 1242
+(12,712) 724
+(908,820) 1728
+(468,790) 1258
+(960,465) 1425
+(278,683) 961
+(53,358) 411
+(617,611) 1228
+(158,633) 791
+(730,737) 1467
+(514,599) 1113
+(1,835) 836
+(840,744) 1584
+(184,293) 477
+(242,73) 315
+(481,86) 567
+(565,946) 1511
+(259,723) 982
+(489,316) 805
+(77,673) 750
+(784,321) 1105
+(177,554) 731
+(602,998) 1600
+(896,520) 1416
+(722,931) 1653
+(110,293) 403
+(901,886) 1787
+(877,966) 1843
+(526,602) 1128
+(911,565) 1476
+(298,36) 334
+(1017,1006) 2023
+(596,390) 986
+(568,53) 621
+(701,1018) 1719
+(1006,493) 1499
+(183,700) 883
+(26,75) 101
+(886,197) 1083
+(43,546) 589
+(855,803) 1658
+(15,371) 386
+(77,805) 882
+(391,861) 1252
+(979,136) 1115
+(482,476) 958
+(763,897) 1660
+(994,904) 1898
+(303,638) 941
+(619,50) 669
+(349,529) 878
+(460,994) 1454
+(342,161) 503
+(213,999) 1212
+(250,455) 705
+(563,304) 867
+(229,442) 671
+(944,321) 1265
+(699,50) 749
+(344,647) 991
+(881,46) 927
+(43,41) 84
+(408,469) 877
+(974,10) 984
+(317,627) 944
+(848,553) 1401
+(334,580) 914
+(991,316) 1307
+(848,164) 1012
+(418,761) 1179
+(617,439) 1056
+(217,372) 589
+(129,224) 353
+(210,571) 781
+(506,919) 1425
+(462,564) 1026
+(556,826) 1382
+(840,136) 976
+(22,727) 749
+(98,968) 1066
+(789,379) 1168
+(417,447) 864
+(819,198) 1017
+(276,354) 630
+(139,353) 492
+(70,611) 681
+(781,101) 882
+(848,886) 1734
+(753,558) 1311
+(384,344) 728
+(390,390) 780
+(2,216) 218
+(673,18) 691
+(358,1020) 1378
+(864,454) 1318
+(973,758) 1731
+(309,784) 1093
+(615,53) 668
+(623,292) 915
+(508,953) 1461
+(600,1013) 1613
+(433,822) 1255
+(242,584) 826
+(550,231) 781
+(737,789) 1526
+(814,465) 1279
+(35,269) 304
+(744,687) 1431
+(816,0) 816
+(1002,566) 1568
+(551,814) 1365
+(390,177) 567
+(759,909) 1668
+(487,940) 1427
+(873,292) 1165
+(1017,460) 1477
+(312,943) 1255
+(55,364) 419
+(434,303) 737
+(64,699) 763
+(374,336) 710
+(877,943) 1820
+(771,259) 1030
+(1021,759) 1780
+(830,473) 1303
+(921,368) 1289
+(752,20) 772
+(604,164) 768
+(999,1007) 2006
+(211,810) 1021
+(796,264) 1060
+(38,98) 136
+(955,546) 1501
+(747,806) 1553
+(968,525) 1493
+(683,580) 1263
+(563,781) 1344
+(793,459) 1252
+(452,179) 631
+(1014,323) 1337
+(101,459) 560
+(647,635) 1282
+(708,814) 1522
+(893,940) 1833
+(671,476) 1147
+(762,912) 1674
+(309,393) 702
+(144,657) 801
+(258,667) 925
+(368,864) 1232
+(20,946) 966
+(273,617) 890
+(18,748) 766
+(417,1007) 1424
+(242,901) 1143
+(666,945) 1611
+(732,796) 1528
+(103,183) 286
+(617,298) 915
+(986,604) 1590
+(371,26) 397
+(257,260) 517
+(667,919) 1586
+(184,481) 665
+(342,476) 818
+(457,840) 1297
+(289,464) 753
+(136,371) 507
+(560,448) 1008
+(259,838) 1097
+(224,476) 700
+(1007,309) 1316
+(278,691) 969
+(311,607) 918
+(129,85) 214
+(98,994) 1092
+(939,157) 1096
+(580,32) 612
+(667,32) 699
+(676,435) 1111
+(336,371) 707
+(752,666) 1418
+(476,280) 756
+(546,476) 1022
+(338,429) 767
+(274,540) 814
+(754,874) 1628
+(606,459) 1065
+(847,727) 1574
+(539,139) 678
+(714,0) 714
+(1021,901) 1922
+(931,269) 1200
+(852,26) 878
+(932,390) 1322
+(686,558) 1244
+(150,761) 911
+(689,713) 1402
+(545,510) 1055
+(334,859) 1193
+(606,511) 1117
+(342,121) 463
+(921,468) 1389
+(789,875) 1664
+(59,761) 820
+(1005,770) 1775
+(787,231) 1018
+(337,465) 802
+(699,6) 705
+(261,229) 490
+(657,84) 741
+(313,744) 1057
+(1017,983) 2000
+(864,625) 1489
+(659,53) 712
+(252,303) 555
+(269,861) 1130
+(832,447) 1279
+(280,750) 1030
+(619,508) 1127
+(694,524) 1218
+(439,855) 1294
+(828,943) 1771
+(687,888) 1575
+(52,857) 909
+(687,682) 1369
+(0,80) 80
+(946,468) 1414
+(941,318) 1259
+(74,178) 252
+(528,882) 1410
+(298,144) 442
+(763,828) 1591
+(140,830) 970
+(526,530) 1056
+(575,834) 1409
+(638,331) 969
+(0,666) 666
+(20,469) 489
+(291,502) 793
+(887,476) 1363
+(659,727) 1386
+(711,559) 1270
+(568,763) 1331
+(568,683) 1251
+(789,683) 1472
+(968,223) 1191
+(2,893) 895
+(874,460) 1334
+(542,193) 735
+(350,606) 956
+(819,710) 1529
+(0,761) 761
+(698,509) 1207
+(781,242) 1023
+(933,517) 1450
+(3,299) 302
+(1007,1002) 2009
+(220,671) 891
+(313,883) 1196
+(936,16) 952
+(194,806) 1000
+(666,144) 810
+(19,154) 173
+(561,52) 613
+(600,506) 1106
+(569,633) 1202
+(599,204) 803
+(673,874) 1547
+(990,249) 1239
+(777,892) 1669
+(517,619) 1136
+(568,295) 863
+(524,152) 676
+(151,179) 330
+(655,614) 1269
+(960,10) 970
+(293,250) 543
+(45,215) 260
+(922,204) 1126
+(682,673) 1355
+(439,77) 516
+(695,381) 1076
